0	关键词	11,651	关键词	0	关键词	0	关键词	2,360	关键词
1	pdb	27.9K	21%	85	-	NAV	264.2K	12%	261.7K	$1.93	31.64%	-	—	personality-database.com	14
2	infp characters	5.5K	0.48%	23%	43	-	INFO	31.4K	24%	31.7K	$0.59	78.46%	-	—	personality-database.com/profile?personality=11	7
3	enfp characters	4.4K	5.8%	44	-	INFO	23K	15%	23.6K	$0.44	75.94%	-	—	personality-database.com/profile?personality=12	7
4	entp characters	3.7K	0.32%	33%	41	-	INFO	17.1K	20%	21.7K	$0.45	72.26%	-	—	personality-database.com/profile?personality=14	10
5	infj characters	3.3K	6.1%	50	-	INFO	21.9K	1.5%	24.6K	$0.47	78.45%	-	—	personality-database.com/profile?personality=9	3
6	intp characters	3.2K	0.27%	35%	41	-	INFO	17.1K	35%	21.2K	$0.52	70.27%	-	—	personality-database.com/profile?personality=13	8
7	intj characters	3.1K	1.6%	45	-	INFO	22.5K	7.5%	21.1K	$0.70	71.82%	-	—	personality-database.com/profile?personality=15	3
8	istj characters	2.5K	0.22%	57%	41	-	INFO	19.9K	15%	10.2K	-	75.44%	-	—	personality-database.com/profile?personality=1	3
9	mbti	2.4K	9.1%	63	7	NAV	3.1M	3.6%	3.3M	$0.34	47.11%	-	—	personality-database.com	5
10	enfj characters	2.2K	0.19%	35%	43	-	INFO	14.6K	8.6%	13K	$0.26	66.65%	-	—	personality-database.com/profile?personality=10	3
11	sx4 enneagram	2.2K	29%	28	-	INFO	20.7K	11%	9.3K	-	84.65%	-	—	wiki.personality-database.com/books/enneagram/page/sexual-4-in-detail	2
12	zendaya mbti	2.2K	0.19%	206%	-	-	INFO	10.5K	249%	1.3K	-	76.64%	-	—	3
13	estp characters	2.1K	28%	39	-	INFO	11.7K	12%	8.4K	-	74.87%	-	—	personality-database.com/profile?personality=7	5
14	shadow the hedgehog mbti	2K	0.17%	NEW	-	-	-	5.1K	NEW	127	-	85.27%	-	—	6	-
15	esfp characters	1.9K	9.1%	37	-	INFO	11.3K	5.4%	9.5K	-	72.62%	-	—	personality-database.com/profile?personality=5	4
16	zzz mbti	1.9K	0.16%	26%	28	-	INFO	3.1K	40%	1.4K	-	55.63%	-	—	personality-database.com/profile?cid=11&pid=2&sub_cat_id=31057	11
17	isfp characters	1.9K	39%	36	-	INFO	14.1K	30%	15.9K	-	72.99%	-	—	personality-database.com/profile?personality=6	6
18	spiderman mbti	1.4K	0.13%	3,500%	-	-	-	7.5K	266%	2.3K	-	80.38%	-	—	6
19	死亡笔记l的人格	1.4K	NEW	-	-	-	< 50	—	< 50	-	0%	-	—	personality-database.com/zh-CN/profile?cid=8&pid=2&sub_cat_id=205	5	-
20	isfj characters	1.4K	0.12%	4.6%	40	-	INFO	11.8K	6.7%	8.5K	$0.27	76.81%	-	—	personality-database.com/profile?personality=3	4
21	entj characters	1.3K	13%	42	-	INFO	9.8K	11%	12.2K	$0.45	84.66%	-	—	personality-database.com/profile?personality=16	4
22	istp characters	1.3K	0.11%	22%	36	-	INFO	11.8K	5.4%	13.1K	$0.17	80.47%	-	—	personality-database.com/profile?personality=8	5
23	mlp mbti	1.3K	27%	35	-	INFO	5.8K	14%	3.3K	-	62.75%	-	—	personality-database.com/profile?cid=7&pid=2&sub_cat_id=208	13
24	so3 enneagram	1.3K	0.11%	95%	-	-	INFO	15.3K	6.5%	6.9K	-	78.68%	-	—	wiki.personality-database.com/books/enneagram/page/social-3-in-detail	3
25	tom holland mbti	1.3K	346%	-	-	INFO	11.9K	174%	2.4K	-	81.92%	-	—	4
26	death note mbti	1.2K	0.10%	9.2%	28	-	INFO	7.8K	28%	4.8K	-	66.76%	-	—	personality-database.com/profile?cid=8&pid=2&sub_cat_id=205	4
