URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change,Answer Engines,Top Keyword,Primary Intent,LLM Prompts
https://character-seikaku.memo.wiki/d/INTP-INTJ,0.23,7,115,0,0,4,0,0,0,0,114,0,0,0,22,,intp intj 違い,Informational,0
https://character-seikaku.memo.wiki/d/%A5%C8%A5%E2%A5%C0%A5%C1%A5%B3%A5%EC%A5%AF%A5%B7%A5%E7%A5%F3,0.21,17,101,0,0,1,0,0,0,0,56,0,0,0,-118,,トモコレ mbti,Informational,0
https://character-seikaku.memo.wiki/d/ISFP-INFJ,0.2,4,98,0,0,4,0,0,0,0,98,0,0,0,-2,,isfp infj,Informational,0
https://character-seikaku.memo.wiki/d/%B9%DD%A4%CE%CF%A3%B6%E2%BD%D1%BB%D5,0.2,1,98,0,0,1,0,0,0,0,98,0,0,0,0,,ハガレン mbti,Informational,0
https://character-seikaku.memo.wiki/d/ESFP-ENFP,0.19,5,94,0,0,4,0,0,0,0,93,0,0,0,0,,enfp esfp,Informational,0
https://character-seikaku.memo.wiki/d/%A5%D2%A5%D7%A5%CE%A5%B7%A5%B9%A5%DE%A5%A4%A5%AF-Division%20Rap%20Battle-,0.19,9,93,0,0,3,0,0,0,0,93,0,0,0,-21,,ヒプマイ mbti,Informational,0
https://character-seikaku.memo.wiki/d/ISTP-INFJ,0.18,6,87,0,0,2,0,0,0,0,87,0,0,0,0,,istp infj,Informational,0
https://character-seikaku.memo.wiki/d/ISFJ-INFJ,0.18,4,87,0,0,4,0,0,0,0,87,0,0,0,4,,isfj infj,Informational,0
https://character-seikaku.memo.wiki/d/ISFP-ISFJ,0.17,4,84,0,0,4,0,0,0,0,84,0,0,0,-9,,isfj isfp,Informational,0
https://character-seikaku.memo.wiki/d/%CA%F5%C0%D0%A4%CE%B9%F1,0.17,3,82,0,1,2,0,0,0,0,82,0,0,0,-2,,宝石 の 国 mbti,Informational,0
https://character-seikaku.memo.wiki/d/%A5%B8%A5%E7%A5%B8%A5%E7%A4%CE%B4%F1%CC%AF%A4%CA%CB%C1%B8%B1%20%C2%E85%C9%F4%20%B2%AB%B6%E2%A4%CE%C9%F7,0.16,8,81,0,0,1,1,1,0,0,80,1,1,0,1,,ジョジョ mbti,"Transactional, Navigational",0
https://character-seikaku.memo.wiki/d/ISTP-INFP,0.16,7,80,0,0,2,0,0,0,0,80,0,0,0,-1,,infp istp,Informational,0
https://character-seikaku.memo.wiki/d/%CD%B7%A1%F9%B5%BA%A1%F9%B2%A6%A5%C7%A5%E5%A5%A8%A5%EB%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC%A5%BA,0.16,1,79,0,0,1,0,0,0,0,79,0,0,0,0,,遊戯王 mbti,Informational,0
https://character-seikaku.memo.wiki/d/%B2%C8%C4%ED%B6%B5%BB%D5%A5%D2%A5%C3%A5%C8%A5%DE%A5%F3REBORN%21,0.16,4,79,0,0,1,0,0,0,0,79,0,0,0,0,,リボーン mbti,Informational,0
https://character-seikaku.memo.wiki/d/%BF%B7%C0%A4%B5%AA%A5%A8%A5%F4%A5%A1%A5%F3%A5%B2%A5%EA%A5%AA%A5%F3,0.15,10,76,0,1,1,0,0,0,0,76,0,0,0,0,,エヴァ mbti,"Commercial, Informational",0
https://character-seikaku.memo.wiki/d/ESTP-ENTP,0.14,7,70,0,0,4,0,0,0,0,70,0,0,0,-13,,entp estp,Informational,0
https://character-seikaku.memo.wiki/d/5w4,0.14,6,70,0,0,3,0,0,0,0,70,0,0,0,-3,,5w4,Informational,0
https://character-seikaku.memo.wiki/d/ISTJ-INTJ,0.14,6,68,0,0,3,0,0,0,0,68,0,0,0,0,,intj istj 違い,Informational,0
https://character-seikaku.memo.wiki/d/INTJ-ENTJ,0.14,10,68,0,0,6,0,0,0,0,67,0,0,0,-1,,entj intj,Informational,0
https://character-seikaku.memo.wiki/d/INTP-ENFP,0.13,4,66,0,0,2,0,0,0,0,66,0,0,0,0,,intp enfp,Informational,0
https://character-seikaku.memo.wiki/d/INTP-ENTP,0.13,4,66,0,0,3,0,0,0,0,64,0,0,0,0,,intp entp,Informational,0
https://character-seikaku.memo.wiki/d/%A5%DE%A5%AE,0.13,7,65,0,0,1,0,0,0,0,65,0,0,0,0,,マギ mbti,Informational,0
https://character-seikaku.memo.wiki/d/%B1%A7%C3%E8%B7%BB%C4%EF,0.13,2,65,0,0,1,0,0,0,0,65,0,0,0,0,,宇宙 兄弟 mbti,Informational,0
https://character-seikaku.memo.wiki/d/A3%21,0.13,7,65,0,0,1,0,0,0,0,65,0,0,0,0,,a3 mbti,Informational,0
https://character-seikaku.memo.wiki/d/%A5%B8%A5%E7%A5%B8%A5%E7%A4%CE%B4%F1%CC%AF%A4%CA%CB%C1%B8%B1%20%20%20%20%C2%E84%C9%F4%20%20%20%20%A5%C0%A5%A4%A5%E4%A5%E2%A5%F3%A5%C9%A4%CF%BA%D5%A4%B1%A4%CA%A4%A4,0.13,4,65,0,0,1,0,0,0,0,65,0,0,0,0,,吉良 吉 影 mbti,Informational,0
https://character-seikaku.memo.wiki/d/%A4%D7%A4%E8%A4%D7%A4%E8%A5%B7%A5%EA%A1%BC%A5%BA%28SEGA%BA%EE%C9%CA%29,0.13,2,65,0,0,1,0,0,0,0,65,0,0,0,0,,ぷよぷよ mbti,Informational,0
https://character-seikaku.memo.wiki/d/BEASTARS,0.13,2,65,0,0,1,0,0,0,0,65,0,0,0,23,,beastars mbti,Informational,0
https://character-seikaku.memo.wiki/d/ISFP-ENTJ,0.13,2,65,0,0,2,0,0,0,0,65,0,0,0,0,,entj isfp,Informational,0
https://character-seikaku.memo.wiki/d/%A5%DA%A5%EB%A5%BD%A5%CA5,0.12,7,62,0,1,3,0,0,0,1,52,0,0,0,10,,ペルソナ mbti,Informational,0
https://character-seikaku.memo.wiki/d/ISTJ-ISTP,0.12,7,62,0,0,4,0,0,0,0,62,0,0,0,0,,istp istj,Informational,0
